Language,Chapter ID,Chapter Name,Chapter Name (Local Script),Lesson ID,Lesson Number,Word,Translation,Pronunciation,Example,Example Translation,Difficulty
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_4,4,گلاب جامن,Gulab Jamun,gulab-jamun,گلاب جامن بہت مزیدار ہے,Gulab jamun is very tasty,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_4,4,کھیر,Kheer (rice pudding),kheer,عید پر کھیر بنتی ہے,Kheer is made on Eid,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_4,4,سویاں,Vermicelli,sawaiyan,عید الفطر پر سویاں بنتی ہیں,Vermicelli is made on Eid ul Fitr,medium
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,مٹھائی,Sweets,mithai,خوشی میں مٹھائی بانٹی,Distributed sweets in happiness,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,پراٹھا,Paratha,paratha,ناشتے میں پراٹھا کھایا,Had paratha for breakfast,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,نان,Naan,naan,نان تندور سے نکلا,Naan came out of the tandoor,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,چپاتی,Chapati,chapati,چپاتی نرم ہے,The chapati is soft,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,ناشتہ,Breakfast,nashta,ناشتہ کر لیا؟,Did you have breakfast?,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,دوپہر کا کھانا,Lunch,dopahar-ka-khana,دوپہر کا کھانا تیار ہے,Lunch is ready,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,رات کا کھانا,Dinner,raat-ka-khana,رات کا کھانا کھا لیں,Have dinner,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,بھوک,Hunger,bhook,مجھے بھوک لگی ہے,I am hungry,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,پیاس,Thirst,pyas,مجھے پیاس لگی ہے,I am thirsty,easy
Urdu,urdu_ch3,Food & Dining,کھانا اور کھانے کی اشیاء,urdu_ch3_lesson_5,5,مزیدار,Delicious,mazedar,کھانا بہت مزیدار ہے,The food is very delicious,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,ایک,One (1),aik,میرے پاس ایک کتاب ہے,I have one book,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,دو,Two (2),do,میرے دو بھائی ہیں,I have two brothers,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,تین,Three (3),teen,تین دن ہو گئے,Three days have passed,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,چار,Four (4),chaar,میز کی چار ٹانگیں ہیں,The table has four legs,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,پانچ,Five (5),paanch,ہاتھ کی پانچ انگلیاں,Five fingers of a hand,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,چھ,Six (6),chhay,چھ بجے کلاس ہے,Class is at six o'clock,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,سات,Seven (7),saat,ہفتے میں سات دن ہوتے ہیں,There are seven days in a week,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,آٹھ,Eight (8),aath,آٹھ بجے ناشتہ کرتے ہیں,We have breakfast at eight,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,نو,Nine (9),no,نو بجے سکول جاتے ہیں,We go to school at nine,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_1,1,دس,Ten (10),das,میرے دس دوست ہیں,I have ten friends,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,گیارہ,Eleven (11),gyarah,گیارہ بجے دوپہر ہوتی ہے,It's noon at eleven,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,بارہ,Twelve (12),barah,سال میں بارہ مہینے ہوتے ہیں,There are twelve months in a year,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,تیرہ,Thirteen (13),terah,میری عمر تیرہ سال ہے,I am thirteen years old,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,چودہ,Fourteen (14),chaudah,چودہ اگست آزادی کا دن ہے,14th August is Independence Day,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,پندرہ,Fifteen (15),pandrah,پندرہ منٹ انتظار کریں,Wait for fifteen minutes,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,سولہ,Sixteen (16),solah,سولہ سال کی عمر میں,At the age of sixteen,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,سترہ,Seventeen (17),satrah,سترہ نمبر والا گھر,House number seventeen,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,اٹھارہ,Eighteen (18),atharah,اٹھارہ سال میں بالغ ہوتے ہیں,One becomes adult at eighteen,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,انیس,Nineteen (19),unees,انیس دن باقی ہیں,Nineteen days remaining,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_2,2,بیس,Twenty (20),bees,بیس روپے دیں,Give twenty rupees,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,تیس,Thirty (30),tees,رمضان تیس دن کا ہوتا ہے,Ramadan is thirty days,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,چالیس,Forty (40),chalees,چالیس دن کی عبادت,Forty days of worship,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,پچاس,Fifty (50),pachaas,پچاس فیصد نمبر آئے,Got fifty percent marks,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,ساٹھ,Sixty (60),saath,ایک گھنٹے میں ساٹھ منٹ,Sixty minutes in an hour,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,ستر,Seventy (70),sattar,ستر سال کی عمر,Seventy years of age,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,اسی,Eighty (80),assi,اسی فیصد کامیابی,Eighty percent success,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,نوے,Ninety (90),nawwe,نوے دن میں مکمل,Complete in ninety days,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,سو,Hundred (100),sau,سو روپے کا نوٹ,A hundred rupee note,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,ہزار,Thousand (1000),hazaar,ہزار روپے چاہیے,Need a thousand rupees,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_3,3,لاکھ,"Hundred thousand (100,000)",laakh,دس لاکھ کی گاڑی,A car worth ten lakhs,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,کروڑ,"Ten million (10,000,000)",crore,کروڑ پتی بننا ہے,Want to become a millionaire,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,پہلا,First,pehla,پہلا نمبر آیا,Got first position,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,دوسرا,Second,doosra,دوسرا موقع دیں,Give a second chance,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,تیسرا,Third,teesra,تیسری منزل پر رہتے ہیں,Live on the third floor,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,چوتھا,Fourth,chautha,چوتھے دن آنا,Come on the fourth day,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,پانچواں,Fifth,paanchwan,پانچویں جماعت میں ہے,Is in fifth grade,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,آدھا,Half,aadha,آدھا کلو چاول دیں,Give half a kilo of rice,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,چوتھائی,Quarter (1/4),chauthai,چوتھائی حصہ,One quarter part,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,تہائی,One third (1/3),tihai,تہائی کام ہو گیا,One third work is done,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_4,4,ڈیڑھ,One and a half,dairh,ڈیڑھ گھنٹا لگے گا,Will take one and a half hours,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,ڈھائی,Two and a half,dhaai,ڈھائی بجے آنا,Come at half past two,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,ساڑھے,Half past / And a half,saarhay,ساڑھے تین بجے,Half past three,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,جوڑ,Addition / Sum,jor,اعداد کا جوڑ کرو,Do the addition of numbers,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,تفریق,Subtraction,tafreq,تفریق کرنا سیکھو,Learn subtraction,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,ضرب,Multiplication,zarb,ضرب کا پہاڑا,Multiplication table,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,تقسیم,Division,taqseem,دس کو دو سے تقسیم کرو,Divide ten by two,medium
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,گنتی,Counting,ginti,گنتی سیکھو,Learn counting,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,نمبر,Number,number,اپنا فون نمبر دو,Give your phone number,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,زیادہ,More,zyada,مجھے زیادہ چاہیے,I need more,easy
Urdu,urdu_ch4,Numbers & Counting,اعداد اور گنتی,urdu_ch4_lesson_5,5,کم,Less,kam,یہ کم ہے,This is less,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,گھر,Home / House,ghar,میرا گھر یہاں ہے,My home is here,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,سکول,School,school,بچے سکول گئے,Children went to school,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,کالج,College,college,میں کالج میں پڑھتا ہوں,I study in college,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,یونیورسٹی,University,university,یونیورسٹی بہت بڑی ہے,The university is very big,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,مسجد,Mosque,masjid,نماز کے لیے مسجد جاتے ہیں,We go to the mosque for prayer,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,ہسپتال,Hospital,hospital,مریض ہسپتال میں ہے,The patient is in the hospital,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,دکان,Shop,dukaan,دکان بند ہے,The shop is closed,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,بازار,Market,bazaar,بازار سے سامان لانا ہے,Have to bring stuff from the market,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,پارک,Park,park,بچے پارک میں کھیل رہے ہیں,Children are playing in the park,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_1,1,ریسٹورنٹ,Restaurant,restaurant,ریسٹورنٹ میں کھانا کھایا,Had food at the restaurant,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,بینک,Bank,bank,بینک سے پیسے نکالنے ہیں,Have to withdraw money from the bank,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,ڈاکخانہ,Post Office,daak-khana,خط ڈاکخانے بھیجا,Sent the letter to the post office,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,ائیرپورٹ,Airport,airport,ائیرپورٹ پہنچ گئے,Reached the airport,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,ریلوے سٹیشن,Railway Station,railway-station,گاڑی ریلوے سٹیشن سے چلی,The train left from the railway station,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,بس سٹینڈ,Bus Stand,bus-stand,بس سٹینڈ پر انتظار کرو,Wait at the bus stand,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,کتب خانہ,Library,kutub-khana,کتب خانے سے کتاب لی,Got a book from the library,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,عجائب گھر,Museum,ajaib-ghar,عجائب گھر دیکھنے گئے,Went to see the museum,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,سینما,Cinema,cinema,سینما میں فلم دیکھی,Watched a movie at the cinema,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,ہوٹل,Hotel,hotel,ہوٹل میں ٹھہرے,Stayed at the hotel,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_2,2,دفتر,Office,daftar,ابو دفتر گئے ہیں,Father has gone to the office,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,کارخانہ,Factory,kar-khana,کارخانے میں کام ہوتا ہے,Work is done in the factory,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,فارم,Farm,farm,فارم پر فصلیں اگائیں,Crops are grown on the farm,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,کھیت,Field,khet,کسان کھیت میں کام کر رہا ہے,The farmer is working in the field,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,باغ,Garden,baagh,باغ میں پھول کھلے ہیں,Flowers are blooming in the garden,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,پہاڑ,Mountain,pahaad,پہاڑ بہت اونچا ہے,The mountain is very high,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,دریا,River,darya,دریا میں پانی بہہ رہا ہے,Water is flowing in the river,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,سمندر,Sea / Ocean,samandar,سمندر کا پانی کھارا ہوتا ہے,Sea water is salty,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,جھیل,Lake,jheel,جھیل کا پانی صاف ہے,The lake water is clear,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,جنگل,Forest / Jungle,jungle,جنگل میں جانور رہتے ہیں,Animals live in the forest,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_3,3,صحرا,Desert,sehra,صحرا میں ریت ہوتی ہے,There is sand in the desert,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,شہر,City,sheher,یہ بڑا شہر ہے,This is a big city,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,گاؤں,Village,gaon,گاؤں میں سکون ہے,There is peace in the village,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,محلہ,Neighborhood,mohalla,ہمارا محلہ صاف ہے,Our neighborhood is clean,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,گلی,Street / Lane,gali,گلی تنگ ہے,The street is narrow,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,سڑک,Road,sarak,سڑک پر گاڑیاں چل رہی ہیں,Cars are moving on the road,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,پُل,Bridge,pul,پُل پر سے گزرے,Crossed over the bridge,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,قبرستان,Graveyard,qabristan,قبرستان میں فاتحہ پڑھی,Recited prayers at the graveyard,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,میدان,Ground / Field,maidaan,میدان میں کھیل ہو رہا ہے,A game is happening in the ground,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,سٹیڈیم,Stadium,stadium,سٹیڈیم میں میچ ہے,There is a match in the stadium,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_4,4,ملک,Country,mulk,پاکستان میرا ملک ہے,Pakistan is my country,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,صوبہ,Province,suba,پنجاب ایک صوبہ ہے,Punjab is a province,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,علاقہ,Area / Region,ilaqa,یہ علاقہ خوبصورت ہے,This area is beautiful,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,پتہ,Address,pata,اپنا پتہ لکھو,Write your address,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,مقام,Place / Location,maqaam,یہ تاریخی مقام ہے,This is a historical place,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,جگہ,Place / Space,jagah,یہاں جگہ نہیں ہے,There is no space here,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,مکان,House / Building,makaan,نیا مکان بنایا,Built a new house,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,عمارت,Building,imarat,عمارت بہت اونچی ہے,The building is very tall,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,منزل,Floor / Destination,manzil,تیسری منزل پر جانا ہے,Have to go to the third floor,medium
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,کمرہ,Room,kamra,یہ میرا کمرہ ہے,This is my room,easy
Urdu,urdu_ch5,Places & Locations,جگہیں اور مقامات,urdu_ch5_lesson_5,5,چھت,Roof,chhat,چھت پر پتنگ اڑائی,Flew a kite on the roof,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,خریدنا,To buy,khareednaa,مجھے سبزی خریدنی ہے,I have to buy vegetables,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,بیچنا,To sell,bechnaa,دکاندار سامان بیچتا ہے,The shopkeeper sells goods,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,قیمت,Price,qeemat,اس کی قیمت کیا ہے؟,What is its price?,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,مہنگا,Expensive,mehnga,یہ بہت مہنگا ہے,This is very expensive,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,سستا,Cheap,sasta,یہ سستا ہے,This is cheap,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,پیسے,Money,paisay,میرے پاس پیسے نہیں ہیں,I don't have money,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,روپیہ,Rupee,rupiya,سو روپیہ دیں,Give a hundred rupees,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,نوٹ,Currency note,note,یہ پانچ سو کا نوٹ ہے,This is a five hundred note,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,سکہ,Coin,sikka,جیب میں سکے ہیں,There are coins in the pocket,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_1,1,کھلے,Change (coins),khulay,کھلے پیسے دیں,Give change,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,بل,Bill,bill,بل کتنا ہوا؟,How much is the bill?,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,رسید,Receipt,raseed,رسید دے دیں,Give the receipt,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,ڈسکاؤنٹ,Discount,discount,کچھ ڈسکاؤنٹ دیں,Give some discount,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,پرس,Wallet / Purse,purse,پرس میں پیسے رکھو,Keep money in the wallet,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,جیب,Pocket,jeb,جیب میں کیا ہے؟,What is in the pocket?,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,دکاندار,Shopkeeper,dukaan-daar,دکاندار سے بات کرو,Talk to the shopkeeper,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,گاہک,Customer,gaahak,گاہک آ گیا,The customer has come,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,مال,Mall / Shopping center,mall,مال میں خریداری کی,Did shopping at the mall,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,سوپر مارکیٹ,Supermarket,supermarket,سوپر مارکیٹ سے سامان لایا,Brought stuff from the supermarket,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_2,2,کپڑے,Clothes,kapray,نئے کپڑے خریدے,Bought new clothes,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,جوتے,Shoes,jootay,جوتے پہنو,Wear the shoes,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,بیگ,Bag,bag,بیگ میں سامان رکھو,Put stuff in the bag,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,گھڑی,Watch / Clock,ghari,گھڑی کتنی کی ہے؟,How much is the watch?,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,موبائل,Mobile phone,mobile,موبائل خریدنا ہے,Have to buy a mobile,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,سونا,Gold,sona,سونا مہنگا ہے,Gold is expensive,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,چاندی,Silver,chaandi,چاندی کی انگوٹھی,Silver ring,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,زیور,Jewelry,zewar,زیور خریدنا ہے,Have to buy jewelry,medium
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,ٹوکری,Basket,tokri,ٹوکری میں پھل رکھو,Put fruits in the basket,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,تھیلا,Shopping bag,thaila,تھیلا بھر گیا,The bag is full,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_3,3,پیکٹ,Packet,packet,چپس کا پیکٹ دو,Give a packet of chips,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,بوتل,Bottle,bottle,پانی کی بوتل لاؤ,Bring a bottle of water,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,ڈبہ,Box / Container,dabba,ڈبے میں مٹھائی ہے,There are sweets in the box,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,کلو,Kilogram,kilo,ایک کلو آٹا دیں,Give one kilo of flour,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,لیٹر,Liter,liter,ایک لیٹر دودھ لانا,Bring one liter of milk,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,درجن,Dozen,darjan,ایک درجن انڈے دیں,Give one dozen eggs,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,جوڑا,Pair,jora,جوتوں کا جوڑا,A pair of shoes,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,سائز,Size,size,یہ سائز چھوٹا ہے,This size is small,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,رنگ,Color,rang,کون سا رنگ چاہیے؟,Which color do you want?,easy
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,چننا,To choose/select,chunna,اچھا سامان چنیں,Choose good stuff,medium
Urdu,urdu_ch6,Shopping & Money,خریداری اور پیسے,urdu_ch6_lesson_4,4,واپس,Return / Back,wapas,یہ واپس کرنا ہے,This has to be returned,easy
